"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume"
"189",35,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,45,30,5,80,0.5625,0.375,0.0625,1,1,1,1,1,0,1,0,1,1,1,8,"8",10,0.8671875,0.691358024691358,0.777777777777778,0
"190",36,0,0,0,0,0,0,0,0,0,5,30,0,0,0,30,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,20,0,0,0,0,10,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,20,5,0,75,56,25,156,0.480769230769231,0.358974358974359,0.16025641025641,1,0,0,0,1,0,0,0,0,0,0,1,"HM",12,0.873602892833662,0.728888888888889,0.64094387755102,0.32
"191",37,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,40,30,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,10,5,0,86,46,15,147,0.585034013605442,0.312925170068027,0.102040816326531,1,0,1,0,0,0,1,0,1,0,1,4,"4",13,0.829839418760702,0.651703623580314,0.53875236294896,0.444444444444444
"192",38,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,60,0.583333333333333,0.416666666666667,0,1,1,0,1,0,1,1,0,1,0,1,6,"6",7,0.805555555555556,0.775510204081633,0.32,NA
"193",39,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,1,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,10,5,0,0,0,0,10,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,41,71,25,137,0.299270072992701,0.518248175182482,0.182481751824818,1,0,0,0,0,0,0,0,1,0,0,1,"I",13,0.817411689487985,0.791195716835217,0.474112279309661,0.32
"194",40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,25,50,25,100,0.25,0.5,0.25,1,0,0,0,0,0,0,0,0,0,0,0,"CT",10,0.78,0.8,0.34,0.32
"195",41,0,0,0,0,0,0,0,0,0,1,30,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,1,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,35,47,45,127,0.275590551181102,0.37007874015748,0.354330708661417,1,0,0,0,0,0,0,0,0,0,0,0,"CT",12,0.818525637051274,0.775510204081633,0.535083748302399,0.197530864197531
"196",42,0,0,0,0,0,0,0,0,0,1,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,1,0,0,10,5,0,35,58,15,108,0.324074074074074,0.537037037037037,0.138888888888889,1,0,0,0,0,1,0,0,0,0,0,1,"MP",14,0.82184499314129,0.775510204081633,0.501189060642093,0.444444444444444
"197",43,0,0,0,0,0,0,0,0,0,5,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,5,5,0,30,65,10,105,0.285714285714286,0.619047619047619,0.0952380952380952,1,0,0,0,0,0,1,0,0,0,0,1,"S",13,0.820861678004535,0.777777777777778,0.591715976331361,0.5
"198",44,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,5,0,0,1,0,0,0,1,0,20,5,0,25,82,25,132,0.189393939393939,0.621212121212121,0.189393939393939,1,0,0,0,0,1,0,0,0,0,0,1,"MP",15,0.8133608815427,0.8,0.598155859607377,0.32
"199",45,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,0,30,60,11,101,0.297029702970297,0.594059405940594,0.108910891089109,1,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.720517596314087,0.777777777777778,0.291666666666667,0.165289256198347
"200",46,0,0,0,0,0,0,0,0,0,5,40,0,0,0,20,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,20,5,0,60,62,25,147,0.408163265306122,0.421768707482993,0.170068027210884,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.855291776574575,0.736111111111111,0.544224765868887,0.32
"201",47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,115,0.826086956521739,0.173913043478261,0,1,1,1,0,0,0,0,0,1,0,1,4,"4",10,0.75992438563327,0.659279778393352,0.75,NA
"202",48,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,30,10,0,55,60,40,155,0.354838709677419,0.387096774193548,0.258064516129032,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.867845993756504,0.644628099173554,0.694444444444445,0.375
"203",49,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,1,1,1,1,1,1,1,1,1,1,1,10,"10",10,0.892561983471074,0.8,0.72,0
"204",50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,35,85,35,155,0.225806451612903,0.548387096774194,0.225806451612903,1,0,1,0,1,0,0,0,0,0,0,2,"2",11,0.82414151925078,0.775510204081633,0.581314878892734,0.244897959183674
"205",51,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,1,1,1,1,1,1,0,1,1,0,1,8,"8",7,0.793388429752066,0.72,0.32,0
"206",52,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,25,38,6,69,0.36231884057971,0.550724637681159,0.0869565217391304,1,0,0,1,0,0,0,0,0,0,0,1,"D",11,0.762864944339424,0.72,0.357340720221606,0.277777777777778
"207",53,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,30,81,15,126,0.238095238095238,0.642857142857143,0.119047619047619,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.740110859158478,0.777777777777778,0.420667581161408,0.444444444444444
"208",54,0,0,0,0,0,0,0,0,0,5,50,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,35,75,10,120,0.291666666666667,0.625,0.0833333333333333,1,0,0,0,0,1,0,1,0,0,0,2,"2",12,0.791666666666667,0.775510204081633,0.524444444444444,0.5
"209",55,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,50,0,0,20,75,50,145,0.137931034482759,0.517241379310345,0.344827586206897,1,0,0,0,0,0,0,0,0,1,0,1,"AF",9,0.746730083234245,0.625,0.524444444444444,0
"210",56,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,10,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,60,46,15,121,0.495867768595041,0.380165289256198,0.12396694214876,1,0,0,0,0,0,0,0,0,0,1,1,"SF",12,0.846253671197323,0.680555555555556,0.53875236294896,0.444444444444444
"211",57,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,30,10,0,0,0,0,20,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,90,22,6,118,0.76271186440678,0.186440677966102,0.0508474576271186,1,1,1,0,0,0,0,0,0,0,0,2,"2",11,0.847170353346739,0.765432098765432,0.582644628099174,0.277777777777778
"212",58,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,20,32,5,57,0.350877192982456,0.56140350877193,0.087719298245614,1,1,1,1,0,0,1,0,1,0,1,6,"6",10,0.822406894429055,0.75,0.55859375,0
"213",59,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,20,20,0,0,0,0,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,75,42,5,122,0.614754098360656,0.344262295081967,0.040983606557377,1,1,0,0,0,0,1,0,0,0,0,2,"2",10,0.855415210964794,0.764444444444444,0.545351473922903,0
"214",60,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,30,65,25,120,0.25,0.541666666666667,0.208333333333333,1,0,0,0,0,0,0,0,0,0,1,1,"SF",12,0.833333333333333,0.777777777777778,0.579881656804734,0.32
"215",61,0,0,0,0,0,0,0,0,0,1,70,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,30,5,0,45,86,35,166,0.271084337349398,0.518072289156627,0.210843373493976,1,0,1,0,0,1,0,1,1,0,0,4,"4",12,0.764987661489331,0.71604938271605,0.327203893996755,0.244897959183674
"216",62,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,10,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,30,60,15,105,0.285714285714286,0.571428571428571,0.142857142857143,1,0,0,1,0,0,0,0,0,0,0,1,"D",11,0.811791383219955,0.777777777777778,0.513888888888889,0.444444444444444
"217",63,0,0,0,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,46,10,81,0.308641975308642,0.567901234567901,0.123456790123457,1,0,0,0,0,0,0,0,0,1,0,1,"AF",11,0.816948635878677,0.8,0.515122873345936,0.5
"218",64,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,26,1,42,0.357142857142857,0.619047619047619,0.0238095238095238,1,1,1,1,1,1,1,1,1,1,1,10,"10",7,0.715419501133787,0.666666666666667,0.369822485207101,0
"219",65,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,55,5,85,0.294117647058824,0.647058823529412,0.0588235294117647,1,0,1,1,0,1,1,1,1,1,1,8,"8",10,0.823529411764706,0.72,0.644628099173554,0
"220",66,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,1,0,1,0,0,40,5,0,20,63,45,128,0.15625,0.4921875,0.3515625,1,0,0,0,0,0,0,0,0,0,1,1,"SF",13,0.7877197265625,0.75,0.558327034517511,0.197530864197531
"221",67,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,26,22,5,53,0.490566037735849,0.415094339622642,0.0943396226415094,1,1,1,1,1,1,1,1,1,1,1,10,"10",11,0.874332502669989,0.739644970414201,0.68595041322314,0
"222",68,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,45,81,20,146,0.308219178082192,0.554794520547945,0.136986301369863,1,0,1,0,0,0,0,0,0,0,0,1,"N",10,0.79705385625821,0.518518518518519,0.5502210028959,0
"223",69,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,60,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,110,35,10,155,0.709677419354839,0.225806451612903,0.0645161290322581,1,0,0,0,1,0,0,0,0,0,0,1,"HM",11,0.784599375650364,0.615702479338843,0.612244897959184,0.5
"224",70,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,31,50,70,151,0.205298013245033,0.33112582781457,0.463576158940397,1,0,0,0,0,0,0,0,0,1,0,1,"AF",12,0.782860400859612,0.790842872008325,0.58,0.244897959183674
"225",71,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,35,60,65,160,0.21875,0.375,0.40625,1,0,0,0,0,0,0,0,1,0,0,1,"I",11,0.794921875,0.775510204081633,0.625,0.142011834319526
"226",72,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,20,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,50,5,0,55,100,55,210,0.261904761904762,0.476190476190476,0.261904761904762,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.77437641723356,0.710743801652893,0.345,0.165289256198347
"227",73,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,45,60,5,110,0.409090909090909,0.545454545454545,0.0454545454545455,1,1,0,0,0,0,0,0,0,0,0,1,"W",10,0.838842975206612,0.71604938271605,0.625,0
"228",74,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,45,50,10,105,0.428571428571429,0.476190476190476,0.0952380952380952,1,1,0,0,0,0,0,0,0,0,0,1,"W",12,0.852607709750567,0.71604938271605,0.6,0.5
"229",75,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,1,0,0,0,0,1,1,1,0,0,0,10,5,0,40,54,15,109,0.36697247706422,0.495412844036697,0.137614678899083,1,0,0,0,0,0,1,0,0,0,0,1,"S",14,0.820806329433549,0.78125,0.43278463648834,0.444444444444444
"230",76,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,45,10,80,0.3125,0.5625,0.125,1,0,0,1,1,1,0,1,0,0,0,4,"4",10,0.8125,0.72,0.518518518518519,0.5
"231",77,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,0,25,55,15,95,0.263157894736842,0.578947368421053,0.157894736842105,1,0,0,1,0,0,0,0,0,0,0,1,"D",12,0.853185595567867,0.8,0.644628099173554,0.444444444444444
"232",78,0,0,0,0,0,5,0,0,0,5,40,0,0,0,10,0,1,0,0,0,0,0,5,0,5,1,0,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,30,5,0,46,71,35,152,0.302631578947368,0.467105263157895,0.230263157894737,1,0,0,0,1,0,0,0,1,0,0,2,"2",15,0.857081024930748,0.727788279773157,0.642729617139456,0.244897959183674
"233",79,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,10,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,26,37,50,113,0.230088495575221,0.327433628318584,0.442477876106195,1,0,0,0,0,0,0,0,0,1,0,1,"AF",11,0.749158117315373,0.739644970414201,0.615047479912345,0
"234",80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,40,10,0,0,0,0,10,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,100,40,10,150,0.666666666666667,0.266666666666667,0.0666666666666667,1,1,0,0,0,0,0,0,0,0,0,1,"W",11,0.848888888888889,0.72,0.65625,0.5
"235",81,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,20,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,70,5,0,50,55,75,180,0.277777777777778,0.305555555555556,0.416666666666667,1,0,0,0,0,0,1,1,0,0,0,2,"2",12,0.794753086419753,0.74,0.644628099173554,0.124444444444444
"236",82,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,41,0.48780487804878,0.51219512195122,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",8,0.850684116597264,0.75,0.657596371882086,NA
"237",83,0,0,0,0,0,0,0,0,0,1,60,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,25,76,35,136,0.183823529411765,0.558823529411765,0.257352941176471,1,0,0,0,0,0,0,1,0,0,0,1,"A",9,0.736375432525952,0.64,0.354916897506925,0.244897959183674
"238",84,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,5,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,10,0,35,70,45,150,0.233333333333333,0.466666666666667,0.3,1,0,0,0,1,0,0,0,0,0,1,2,"2",12,0.824444444444444,0.775510204081633,0.459183673469388,0.493827160493827
"239",85,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,20,31,6,57,0.350877192982456,0.543859649122807,0.105263157894737,1,1,1,1,1,1,0,0,1,1,1,8,"8",10,0.822406894429055,0.75,0.530697190426639,0.277777777777778
"240",86,0,0,0,0,0,0,0,0,0,1,10,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,16,18,6,40,0.4,0.45,0.15,1,0,0,1,0,0,0,0,0,0,0,1,"D",10,0.825,0.5078125,0.604938271604938,0.277777777777778
"241",87,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,30,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,10,5,0,60,51,15,126,0.476190476190476,0.404761904761905,0.119047619047619,1,0,0,0,0,0,1,0,0,0,0,1,"S",13,0.856638951877047,0.680555555555556,0.61514801999231,0.444444444444444
"242",88,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,40,70,25,135,0.296296296296296,0.518518518518518,0.185185185185185,1,0,0,0,1,0,0,0,0,0,0,1,"HM",10,0.801097393689986,0.65625,0.459183673469388,0.32
"243",89,0,0,0,0,0,0,0,1,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,30,20,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,10,0,65,56,70,191,0.340314136125654,0.293193717277487,0.366492146596859,1,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.831391683342014,0.674556213017751,0.656887755102041,0.244897959183674
"244",90,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,12,1,29,0.551724137931034,0.413793103448276,0.0344827586206897,1,1,1,1,1,0,0,0,0,1,1,6,"6",9,0.846611177170036,0.703125,0.638888888888889,0
"245",91,0,0,0,0,0,1,0,0,0,5,30,0,0,0,30,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,65,56,25,146,0.445205479452055,0.383561643835616,0.171232876712329,1,0,0,0,0,0,0,0,1,0,0,1,"I",13,0.865077875774066,0.674556213017751,0.656887755102041,0.32
"246",92,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,35,40,45,120,0.291666666666667,0.333333333333333,0.375,1,0,0,0,0,0,0,1,0,0,0,1,"A",10,0.802083333333333,0.775510204081633,0.40625,0.197530864197531
"247",93,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,50,5,0,35,70,55,160,0.21875,0.4375,0.34375,1,0,0,0,0,1,0,0,0,0,0,1,"MP",12,0.833984375,0.775510204081633,0.704081632653061,0.165289256198347
"248",94,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,35,75,40,150,0.233333333333333,0.5,0.266666666666667,1,0,0,0,0,0,0,0,0,1,0,1,"AF",10,0.753333333333333,0.775510204081633,0.346666666666666,0
"249",95,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,40,45,5,90,0.444444444444444,0.5,0.0555555555555556,1,1,1,0,1,0,0,0,0,1,0,4,"4",9,0.808641975308642,0.65625,0.518518518518519,0
"250",96,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,40,60,35,135,0.296296296296296,0.444444444444444,0.259259259259259,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.8559670781893,0.78125,0.625,0.244897959183674
"251",97,0,0,0,0,0,0,0,0,0,1,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,46,5,76,0.328947368421053,0.605263157894737,0.0657894736842105,1,0,1,1,0,0,0,1,1,1,1,6,"6",10,0.796398891966759,0.72,0.53875236294896,0
"252",98,0,0,0,0,0,0,0,0,0,1,40,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,10,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,40,66,35,141,0.283687943262411,0.468085106382979,0.24822695035461,1,0,0,0,0,1,0,0,0,0,0,1,"MP",12,0.844021930486394,0.78125,0.580808080808081,0.244897959183674
"253",99,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,10,1,31,0.645161290322581,0.32258064516129,0.032258064516129,1,1,0,1,1,1,0,0,1,1,0,6,"6",5,0.738813735691987,0.625,0,0
