"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass_oct","biomass_jun","biomass"
"631",15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,10,0,0,50,0,1,0,0,0,10,5,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,80,39,5,124,0.645161290322581,0.314516129032258,0.0403225806451613,4,0,0,1,1,0,1,1,0,0,0,4,"4",13,0.794875130072841,0.5625,0.783694937541091,0,1.99890547709382,0.779315767494171,0.794875130072841,1.07354284640852,0.774397470347699,0.5625,1.68600414992473,0.810796608671539,0.783694937541091,0,NA,0,363,419.7,782.7
"632",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,50,0,0,0,0,0,5,5,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,80,22,20,122,0.655737704918033,0.180327868852459,0.163934426229508,4,0,0,0,1,0,1,0,1,0,1,4,"4",9,0.761354474603601,0.53125,0.68595041322314,0,1.70913151852187,0.77785927581145,0.761354474603601,0.900256051268537,0.819448371872804,0.53125,1.3128501781637,0.81571967953592,0.68595041322314,0,NA,0,208.4,201.8,410.2
"633",17,0,0,0,0,0,0,0,0,0,0,5,0,0,1,10,0,0,0,0,1,0,0,70,0,0,0,0,0,30,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,10,0,0,85,53,10,148,0.574324324324324,0.358108108108108,0.0675675675675676,4,0,0,0,0,1,0,0,0,0,0,1,"MP",12,0.720233747260774,0.304498269896194,0.642933428266287,0,1.71533228684484,0.690300493578372,0.720233747260774,0.578325286660127,0.526414361668258,0.304498269896194,1.43775078716445,0.691411976892118,0.642933428266287,0,NA,0,249.2,392.1,641.3
"634",18,0,0,0,0,0,1,0,0,0,0,10,0,0,0,30,0,0,0,0,20,0,0,40,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,75,57,5,137,0.547445255474453,0.416058394160584,0.0364963503649635,4,0,0,1,1,0,0,0,0,0,0,2,"2",10,0.814747722308061,0.551111111111111,0.714681440443213,0,1.87919399025854,0.816123580395035,0.814747722308061,0.882310924515076,0.803114013575012,0.551111111111111,1.39564194442629,0.77892260004496,0.714681440443213,0,NA,0,213.8,383.1,596.9
"635",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,30,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40,62,0,102,0.392156862745098,0.607843137254902,0,4,1,0,0,0,0,0,0,0,0,0,1,"W",7,0.658592848904268,0.375,0.336108220603538,NA,1.32343063901414,0.680108811630706,0.658592848904268,0.562335144618808,0.811278124459133,0.375,0.712690362533022,0.442819419765721,0.336108220603538,NA,NA,NA,144.9,350.1,495
"636",20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,5,0,0,50,0,1,0,0,0,30,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,5,0,0,0,0,0,5,0,0,0,0,75,62,0,137,0.547445255474453,0.452554744525547,0,4,1,0,0,1,1,0,1,1,1,0,6,"6",11,0.785444083328893,0.48,0.713319458896982,NA,1.84834942266648,0.770821579922229,0.785444083328893,0.803314976140876,0.731208802620227,0.48,1.59083550394046,0.765030164134999,0.713319458896982,NA,NA,NA,179,504.1,683.1
"637",21,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,0,0,0,0,10,0,0,70,0,0,10,1,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,85,42,10,137,0.62043795620438,0.306569343065693,0.072992700729927,4,0,0,0,0,0,0,0,1,0,0,1,"I",12,0.710853002291012,0.304498269896194,0.828798185941043,0,1.78323626543346,0.717627064817744,0.710853002291012,0.578325286660127,0.526414361668258,0.304498269896194,1.87480152046044,0.901588952073123,0.828798185941043,0,NA,0,241.9,859.2,1101.1
"638",22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,5,0,0,70,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5,0,20,0,0,80,31,20,131,0.610687022900763,0.236641221374046,0.152671755725191,4,0,0,0,0,0,1,0,0,0,0,1,"S",10,0.676534001515063,0.21875,0.842872008324662,0,1.60330189787674,0.696305167072877,0.676534001515063,0.376770161256437,0.543564443199596,0.21875,1.87646664406505,0.964313097897158,0.842872008324662,0,NA,0,188,403.4,591.4
"639",23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,1,0,0,101,26,1,128,0.7890625,0.203125,0.0078125,4,0,0,0,0,0,0,0,0,0,0,0,"CT",8,0.680908203125,0.509753945691599,0.665680473372781,0,1.3731147016941,0.66032859023527,0.680908203125,0.741830412456956,0.675243140923088,0.509753945691599,1.17736994486566,0.849292890374699,0.665680473372781,0,NA,0,275,433.7,708.7
"640",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,105,0.952380952380952,0.0476190476190476,0,4,1,1,1,1,1,0,0,1,1,1,8,"8",3,0.471655328798186,0.42,0,NA,0.773219607724283,0.703814817747658,0.471655328798186,0.610864302054894,0.881290899230693,0.42,0,NA,0,NA,NA,NA,238,330.7,568.7
"641",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,105,7,1,113,0.929203539823009,0.0619469026548673,0.00884955752212389,4,0,1,0,0,0,0,0,0,0,0,1,"N",7,0.463309577883938,0.380952380952381,0.448979591836735,0,0.952421841992594,0.489448005836739,0.463309577883938,0.668017818660753,0.608056022630711,0.380952380952381,0.796311640173813,0.72483409150576,0.448979591836735,0,NA,0,362.4,541.9,904.3
"642",26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,1,0,0,40,0,0,0,0,0,5,5,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,97,22,5,124,0.782258064516129,0.17741935483871,0.0403225806451613,4,0,0,0,0,0,0,0,0,0,0,0,"CT",12,0.723335067637877,0.561377404612605,0.789256198347107,0,1.66351168004868,0.66944634728657,0.723335067637877,0.954056153780339,0.592788417875302,0.561377404612605,1.62791707841822,0.908557820609471,0.789256198347107,0,NA,0,297.7,499.5,797.2
"643",27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,1,0,0,30,0,0,0,0,0,30,0,0,0,10,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,95,38,10,143,0.664335664335664,0.265734265734266,0.0699300699300699,4,0,0,0,0,0,0,0,0,0,0,0,"CT",10,0.777348525600274,0.609418282548477,0.357340720221607,0,1.73334061518747,0.752780264434706,0.777348525600274,1.09377044724914,0.78898860005862,0.609418282548477,0.74066218572546,0.460199290698508,0.357340720221607,0,NA,0,195.1,323.8,518.9
"644",28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,0,0,0,5,0,0,40,0,0,0,0,0,10,1,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87,20,0,107,0.813084112149533,0.186915887850467,0,4,0,0,0,0,0,0,0,1,0,0,1,"I",12,0.706786618918683,0.57365570088519,0.675,NA,1.54917849443016,0.623435288630393,0.706786618918683,0.981338625651303,0.609739970749872,0.57365570088519,1.44208024894844,0.741082649498762,0.675,NA,NA,NA,239.9,402.4,642.3
"645",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,65,5,110,0.363636363636364,0.590909090909091,0.0454545454545455,4,1,0,0,0,0,0,0,0,0,0,1,"W",5,0.632231404958678,0.5,0.142011834319526,0,1.23153178579399,0.765193721534392,0.632231404958678,0.693147180559945,1,0.5,0.271189373041844,0.391243563629256,0.142011834319526,0,NA,0,221.3,392.1,613.4
"646",30,0,0,5,0,0,0,0,0,0,0,10,0,0,1,40,0,0,0,0,5,0,0,20,0,1,0,0,0,30,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,65,57,20,142,0.457746478873239,0.401408450704225,0.140845070422535,4,0,0,0,1,0,0,0,0,0,0,1,"HM",11,0.82632414203531,0.520710059171598,0.668513388734995,0,1.96543973552236,0.819652033105127,0.82632414203531,0.858740913006287,0.781659664527667,0.520710059171598,1.42544879298689,0.732535771848925,0.668513388734995,0,NA,0,201.4,399.7,601.1
"647",31,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,5,0,0,50,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,60,50,20,130,0.461538461538462,0.384615384615385,0.153846153846154,4,0,0,0,0,0,1,0,0,0,0,1,"S",10,0.798816568047337,0.277777777777778,0.84,0,1.94593477575611,0.845108735254522,0.798816568047337,0.450561208866305,0.650022421648354,0.277777777777778,1.88669678465808,0.969570350190125,0.84,0,NA,0,184.9,506.9,691.8
"648",32,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,0,0,0,5,0,0,70,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,80,37,0,117,0.683760683760684,0.316239316239316,0,4,0,0,1,0,0,1,1,1,1,1,6,"6",11,0.621813134633647,0.21875,0.870708546384222,NA,1.54208124412605,0.643097829008366,0.621813134633647,0.376770161256437,0.543564443199596,0.21875,2.08847664412548,0.950506682688495,0.870708546384222,NA,NA,NA,212.9,495.6,708.5
"649",33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,10,0,0,80,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,90,36,0,126,0.714285714285714,0.285714285714286,0,4,0,1,1,1,0,1,1,0,1,0,6,"6",8,0.573192239858907,0.197530864197531,0.787037037037037,NA,1.31420847639399,0.632000683862617,0.573192239858907,0.348832095843032,0.503258334775646,0.197530864197531,1.63370586772299,0.911788605435325,0.787037037037037,NA,NA,NA,287.6,397.1,684.7
"650",34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,20,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,0,102,0.88235294117647,0.117647058823529,0,4,1,1,1,1,1,1,1,1,1,1,10,"10",5,0.48077662437524,0.345679012345679,0.291666666666667,NA,0.896196702063924,0.556838319229428,0.48077662437524,0.529706199057654,0.76420450650862,0.345679012345679,0.566085738959629,0.515273445235094,0.291666666666667,NA,NA,NA,315.2,487.3,802.5
"651",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,80,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,91,0.945054945054945,0.0549450549450549,0,4,1,1,1,1,0,1,0,1,1,1,8,"8",4,0.220987803405386,0.131151974040022,0,NA,0.481667090052547,0.347449361089114,0.220987803405386,0.2844714783921,0.258937098489019,0.131151974040022,0,NA,0,NA,NA,NA,211,241.4,452.4
"652",36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85,42,1,128,0.6640625,0.328125,0.0078125,4,0,0,0,1,0,0,0,0,0,0,1,"HM",7,0.656494140625,0.442906574394464,0.0918367346938777,0,1.24907958477013,0.641899928101269,0.656494140625,0.752974682765889,0.68538709291041,0.442906574394464,0.22445109055581,0.204304187083071,0.0918367346938777,0,NA,0,328.3,474.1,802.4
"653",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,0,120,0.958333333333333,0.0416666666666667,0,4,0,1,0,0,0,1,0,1,0,1,4,"4",5,0.586805555555556,0.551984877126654,0,NA,1.13290158905204,0.703911334696127,0.586805555555556,1.0014223119682,0.722373501656041,0.551984877126654,0,NA,0,NA,NA,NA,497.6,508.2,1005.8
"654",38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,60,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85,19,0,104,0.817307692307692,0.182692307692308,0,4,1,0,1,0,1,1,0,1,0,1,6,"6",9,0.615939349112426,0.442906574394464,0.642659279778393,NA,1.33001061780784,0.605313918079445,0.615939349112426,0.752974682765889,0.68538709291041,0.442906574394464,1.30901579537113,0.730575625720059,0.642659279778393,NA,NA,NA,191.3,221.5,412.8
"655",39,0,0,0,0,0,0,0,0,0,0,5,0,0,5,50,0,0,0,0,1,0,0,40,0,0,0,0,0,10,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,96,23,5,124,0.774193548387097,0.185483870967742,0.0403225806451613,4,0,0,0,0,0,0,0,1,0,0,1,"I",11,0.720083246618106,0.552300347222222,0.710775047258979,0,1.6076127138745,0.670426574551103,0.720083246618106,0.905978212320594,0.653525137034185,0.552300347222222,1.43461464835169,0.800673680251162,0.710775047258979,0,NA,0,298.9,268.1,567
"656",40,0,0,0,0,0,0,0,0,0,0,1,0,0,5,50,0,0,0,0,0,0,0,10,0,0,0,0,0,40,5,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,62,56,5,123,0.504065040650406,0.455284552845528,0.040650406504065,4,0,0,0,0,0,0,0,0,0,0,0,"CT",10,0.71557935091546,0.323100936524454,0.465561224489796,0,1.57339624468472,0.683317306913871,0.71557935091546,0.600892430184644,0.433452264567552,0.323100936524454,0.959338354108918,0.59607043347079,0.465561224489796,0,NA,0,256.8,391.6,648.4
"657",41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,80,35,10,125,0.64,0.28,0.08,4,0,0,0,0,0,0,0,0,0,0,0,"CT",7,0.7456,0.46875,0.612244897959184,0,1.59056064283187,0.817386477789864,0.7456,0.661563238157982,0.954434002924965,0.46875,1.15374194270109,0.832248889600231,0.612244897959184,0,NA,0,263.2,342.1,605.3
"658",42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,10,0,0,40,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,81,27,5,113,0.716814159292035,0.238938053097345,0.0442477876106195,4,0,0,0,0,1,0,0,0,0,0,1,"MP",9,0.729579450231028,0.512117055326932,0.688614540466392,0,1.56582642655892,0.712638317771426,0.729579450231028,0.75111142221423,0.683691080066865,0.512117055326932,1.29217422074317,0.802872984885072,0.688614540466392,0,NA,0,225.5,512.2,737.7
"659",43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,10,0,0,60,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,1,0,10,0,0,70,52,10,132,0.53030303030303,0.393939393939394,0.0757575757575758,4,0,0,0,0,0,1,0,0,0,0,1,"S",10,0.744490358126722,0.244897959183674,0.75887573964497,0,1.74815721009767,0.759215029844801,0.744490358126722,0.410116318288409,0.591672778582327,0.244897959183674,1.60392205597947,0.824252885858133,0.75887573964497,0,NA,0,167.1,452.1,619.2
"660",44,0,0,0,0,0,0,0,0,0,0,5,0,0,5,20,0,0,0,0,5,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,40,56,20,116,0.344827586206897,0.482758620689655,0.172413793103448,4,0,0,0,0,1,0,0,0,0,0,1,"MP",10,0.860582639714625,0.5,0.784438775510204,0,2.08245353222092,0.904398077863481,0.860582639714625,0.693147180559945,1,0.5,1.701996047566,0.874652947564036,0.784438775510204,0,NA,0,201.9,742.6,944.5
"661",45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,0,101,0.495049504950495,0.504950495049505,0,4,1,0,0,0,0,0,0,0,0,0,1,"W",4,0.627389471620429,0.48,0.0384467512495195,NA,1.0750045050358,0.775451834174219,0.627389471620429,0.673011667009257,0.970950594454669,0.48,0.0965089607359473,0.139232999055099,0.0384467512495195,NA,NA,NA,280.4,476.7,757.1
"662",46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,17,0,117,0.854700854700855,0.145299145299145,0,4,0,0,0,0,0,0,0,0,0,0,0,"CT",6,0.610855431368252,0.48,0.560553633217993,NA,1.13577314513968,0.63388706165399,0.610855431368252,0.673011667009257,0.970950594454669,0.48,1.00538743275557,0.725233731704275,0.560553633217993,NA,NA,NA,233.7,408.8,642.5
"663",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,40,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,61,0,116,0.474137931034483,0.525862068965517,0,4,1,1,0,0,0,0,0,1,0,1,4,"4",5,0.604191438763377,0.429752066115702,0.0322493953238376,NA,1.09592732567538,0.680937933180601,0.604191438763377,0.759547391474863,0.691369830202511,0.429752066115702,0.0836497046105893,0.120681014013524,0.0322493953238376,NA,NA,NA,202.8,442.2,645
"664",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,5,0,0,20,0,0,0,0,0,10,5,0,5,5,0,0,20,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,90,25,20,135,0.666666666666667,0.185185185185185,0.148148148148148,4,0,0,0,0,0,0,0,0,0,0,0,"CT",10,0.801097393689986,0.623456790123457,0.72,0,1.9295852163325,0.838008211815297,0.801097393689986,1.22607605036617,0.761803882519371,0.623456790123457,1.33217904021012,0.960964047443681,0.72,0,NA,0,213.9,564.5,778.4
"665",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,100,0.8,0.2,0,4,1,1,1,1,1,1,1,1,1,1,10,"10",3,0.56,0.375,0,NA,0.950270539233235,0.864973520717927,0.56,0.562335144618808,0.811278124459133,0.375,0,NA,0,NA,NA,NA,242.4,391.2,633.6
"666",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,20,0,126,0.841269841269841,0.158730158730159,0,4,0,1,0,1,0,0,0,0,0,0,2,"2",5,0.658226253464349,0.552687789248843,0,NA,1.19212210079223,0.740707107482809,0.658226253464349,0.896934470480132,0.647001456282028,0.552687789248843,0,NA,0,NA,NA,NA,249.6,516.3,765.9
"667",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6,0,96,0.9375,0.0625,0,4,1,1,1,1,1,0,1,1,0,1,8,"8",4,0.552300347222222,0.493827160493827,0.277777777777778,NA,0.905978212320594,0.653525137034185,0.552300347222222,0.686961576597323,0.991076059838222,0.493827160493827,0.450561208866305,0.650022421648354,0.277777777777778,NA,NA,NA,268.3,350.7,619
"668",52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,10,0,0,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,70,31,0,101,0.693069306930693,0.306930693069307,0,4,0,0,1,0,0,0,0,0,0,0,1,"D",8,0.696010195078914,0.408163265306122,0.790842872008325,NA,1.53858185425602,0.739901470378967,0.696010195078914,0.598269588585257,0.863120568566631,0.408163265306122,1.65287077936829,0.922484746281486,0.790842872008325,NA,NA,NA,403,417,820
"669",53,0,0,0,0,0,0,0,0,0,0,10,0,0,5,20,0,0,0,0,5,0,0,50,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,70,32,1,103,0.679611650485437,0.310679611650485,0.00970873786407767,4,0,0,0,0,0,0,0,0,0,1,1,"SF",10,0.707512489395796,0.408163265306122,0.802734375,0,1.61792894045187,0.702657610949823,0.707512489395796,0.598269588585257,0.863120568566631,0.408163265306122,1.74027936596777,0.89432668143112,0.802734375,0,NA,0,183,560.9,743.9
"670",54,0,0,0,0,0,0,0,0,0,0,10,0,0,1,40,0,0,0,0,20,0,0,20,0,1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,65,58,1,124,0.524193548387097,0.467741935483871,0.00806451612903226,4,0,0,0,0,1,0,1,0,0,0,2,"2",13,0.82414151925078,0.520710059171598,0.798454221165279,0,2.03298374935278,0.792601905935784,0.82414151925078,0.858740913006287,0.781659664527667,0.520710059171598,1.81720307921069,0.827044762722324,0.798454221165279,0,NA,0,158.8,503.7,662.5
"671",55,0,0,0,0,0,0,0,0,0,0,10,0,0,1,20,0,0,0,0,10,0,0,30,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,1,0,0,50,58,1,109,0.458715596330275,0.532110091743119,0.0091743119266055,4,0,0,0,0,0,0,0,0,1,0,1,"AF",12,0.846056729231546,0.48,0.843043995243757,0,2.07550374339596,0.835244150347873,0.846056729231546,0.673011667009257,0.970950594454669,0.48,1.93671121378999,0.881435258719863,0.843043995243757,0,NA,0,164.2,584.3,748.5
"672",56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,1,0,0,40,10,0,5,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,37,0,139,0.733812949640288,0.266187050359712,0,4,0,0,0,0,0,0,0,0,0,1,1,"SF",9,0.734537549816262,0.596116878123799,0.322863403944485,NA,1.50810493760594,0.686368136039273,0.734537549816262,1.03495144695187,0.643051489564214,0.596116878123799,0.635698696102734,0.458559678183497,0.322863403944485,NA,NA,NA,265.4,669,934.4
"673",57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,21,0,126,0.833333333333333,0.166666666666667,0,4,1,1,0,0,0,0,0,0,0,0,2,"2",5,0.658226253464349,0.54421768707483,0.090702947845805,NA,1.19212210079223,0.740707107482809,0.658226253464349,0.85158425391957,0.775145392695342,0.54421768707483,0.191444081957717,0.276195427647939,0.090702947845805,NA,NA,NA,242.2,417,659.2
"674",58,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,31,0,111,0.720720720720721,0.279279279279279,0,4,1,1,1,0,0,1,0,1,0,1,6,"6",5,0.699618537456375,0.5,0.478668054110302,NA,1.30366666320301,0.810013640868789,0.699618537456375,0.693147180559945,1,0.5,0.758487320581266,0.690404912092154,0.478668054110302,NA,NA,NA,187.1,464.9,652
"675",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0,117,0.692307692307692,0.307692307692308,0,4,1,0,0,0,0,1,0,0,0,0,2,"2",6,0.698517057491416,0.512117055326932,0.285493827160494,NA,1.29898190624092,0.724975605570852,0.698517057491416,0.75111142221423,0.683691080066865,0.512117055326932,0.525654743677355,0.478471567357604,0.285493827160494,NA,NA,NA,214.8,527.5,742.3
